Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
175,Ben McLemore,26,HOU,SF,71,23,22.8,3.4,7.7,0.444,2.5,6.4,0.4,0.9,1.3,0.656,0.61,0.7,0.9,0.746,0.3,1.9,2.2,0.8,0.6,0.2,0.7,2.2,10.1,,mclembe01
176,Larry Nance Jr.,27,CLE,PF,56,10,26.3,4.1,7.7,0.531,1,2.8,0.352,3.1,4.9,0.636,0.596,0.9,1.3,0.676,1.9,5.4,7.3,2.2,1,0.4,1.1,1.6,10.1,,nancela02
177,Bobby Portis,24,NYK,PF,66,5,21.1,4,8.9,0.45,1,2.8,0.358,3,6.1,0.493,0.507,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1,,portibo01
178,Elfrid Payton,25,NYK,PG,45,36,27.7,4.3,9.8,0.439,0.3,1.5,0.203,4,8.2,0.482,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2,10,,paytoel01
179,Kevin Porter Jr.,19,CLE,SF,50,3,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10,,porteke02
180,Tomáš Satoranský,28,CHI,SG,65,64,28.9,3.6,8.5,0.43,1,3.1,0.322,2.7,5.4,0.491,0.488,1.6,1.9,0.876,1.2,2.7,3.9,5.4,1.2,0.1,2,2.1,9.9,,satorto01
181,Joe Ingles,32,UTA,PF,72,45,29.7,3.4,7.7,0.445,2,4.9,0.399,1.5,2.8,0.525,0.572,1,1.3,0.787,0.4,3.5,3.9,5.2,0.9,0.2,2,2.1,9.8,,inglejo01
182,Furkan Korkmaz,22,PHI,SG,72,12,21.7,3.4,7.8,0.43,2,4.9,0.402,1.4,2.9,0.478,0.557,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8,,korkmfu01
183,Markieff Morris,30,2TM,PF,58,17,20.5,3.5,7.9,0.443,1.5,3.9,0.386,2,4,0.5,0.539,1.1,1.5,0.776,0.7,3.1,3.8,1.3,0.5,0.3,1.3,2.3,9.7,,morrima02
183,Markieff Morris,30,DET,PF,44,16,22.5,4,8.8,0.45,1.7,4.3,0.397,2.3,4.5,0.5,0.546,1.4,1.8,0.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11,,morrima02
183,Markieff Morris,30,LAL,PF,14,1,14.2,2,4.9,0.406,0.9,2.8,0.333,1.1,2.1,0.5,0.5,0.4,0.4,0.833,1.1,2.1,3.2,0.6,0.4,0.4,0.4,2.1,5.3,,morrima02
184,Frank Kaminsky,26,PHO,C,39,13,19.9,3.5,7.9,0.45,1.1,3.2,0.331,2.5,4.7,0.53,0.516,1.6,2.3,0.678,0.9,3.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7,,kaminfr01
185,Mitchell Robinson,21,NYK,C,61,7,23.1,4.1,5.6,0.742,0,0,,4.1,5.6,0.742,0.742,1.4,2.4,0.568,3,4,7,0.6,0.9,2,0.6,3.2,9.7,,robinmi01
186,Dorian Finney-Smith,26,DAL,PF,71,68,29.9,3.4,7.4,0.466,1.6,4.3,0.376,1.8,3.1,0.589,0.575,1.1,1.5,0.722,2,3.7,5.7,1.6,0.6,0.5,1,2.5,9.5,,finnedo01
187,Aaron Holiday,23,IND,PG,66,33,24.5,3.5,8.5,0.414,1.3,3.3,0.394,2.2,5.2,0.427,0.491,1.1,1.3,0.851,0.3,2,2.4,3.4,0.8,0.2,1.3,1.8,9.5,,holidaa01
188,Jeff Green,33,2TM,C,48,4,20,3.3,7.2,0.462,1.3,3.8,0.339,2,3.4,0.602,0.552,1.5,1.9,0.802,0.5,2.3,2.8,1,0.5,0.4,0.9,1.9,9.4,,greenje02
188,Jeff Green,33,UTA,PF,30,2,18.4,2.5,6.5,0.385,1.1,3.5,0.327,1.4,3,0.451,0.472,1.6,2.1,0.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,,greenje02
188,Jeff Green,33,HOU,C,18,2,22.6,4.7,8.3,0.564,1.6,4.4,0.354,3.1,3.9,0.8,0.658,1.3,1.6,0.857,0.6,2.3,2.9,1.7,0.8,0.5,0.8,2.4,12.2,,greenje02
189,George Hill,33,MIL,PG,59,2,21.5,3.3,6.4,0.516,1.4,3,0.46,1.9,3.4,0.565,0.624,1.4,1.7,0.842,0.8,2.2,3,3.1,0.8,0.1,1,1.4,9.4,6MOY-4,hillge01
190,Shake Milton,23,PHI,SG,40,24,20.1,3.4,6.9,0.484,1.5,3.4,0.43,1.9,3.6,0.535,0.588,1.3,1.6,0.785,0.4,1.8,2.2,2.6,0.5,0.2,1.2,2.3,9.4,,miltosh01
191,Dwight Powell,28,DAL,C,40,37,26.5,3.7,5.7,0.638,0.3,1,0.256,3.4,4.8,0.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,,poweldw01
192,Kentavious Caldwell-Pope,26,LAL,SG,69,26,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,,caldwke01
193,Marquese Chriss,22,GSW,PF,59,21,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,,chrisma01
194,Michael Porter Jr.,21,DEN,SF,55,8,16.4,3.5,7,0.509,1.1,2.7,0.422,2.4,4.3,0.564,0.59,1.1,1.3,0.833,1.2,3.5,4.7,0.8,0.5,0.5,0.9,1.8,9.3,,portemi01
195,Landry Shamet,22,LAC,SG,53,30,27.4,3,7.4,0.404,2.1,5.6,0.375,0.9,1.8,0.495,0.546,1.2,1.4,0.855,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.7,9.3,,shamela01
196,Jarrett Culver,20,MIN,SG,63,35,23.9,3.7,9,0.404,1,3.5,0.299,2.6,5.5,0.471,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2,9.2,,culveja01
197,Donte DiVincenzo,23,MIL,SG,66,24,23,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4,0.567,0.536,1,1.3,0.733,1,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,,divindo01
198,Daniel Theis,27,BOS,C,65,64,24.1,3.7,6.6,0.566,0.5,1.5,0.333,3.2,5.1,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2,,theisda01
199,Mikal Bridges,23,PHO,SF,73,32,28,3.4,6.6,0.51,1,2.7,0.361,2.4,4,0.61,0.583,1.4,1.7,0.844,0.9,3.1,4,1.8,1.4,0.6,1,2.2,9.1,,bridgmi01
200,Keldon Johnson,20,SAS,SF,17,1,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,,johnske04
201,Maxi Kleber,28,DAL,PF,74,21,25.5,3.2,6.9,0.461,1.6,4.3,0.373,1.6,2.6,0.605,0.577,1.1,1.3,0.849,1.5,3.7,5.2,1.2,0.3,1.1,0.8,2.4,9.1,,klebima01
202,Jake Layman,25,MIN,SF,23,2,22,3.5,7.8,0.453,1,3.1,0.333,2.5,4.7,0.533,0.52,1,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1,2,9.1,,laymaja01
203,Derrick Favors,28,NOP,C,51,49,24.4,4.1,6.6,0.617,0,0.1,0.143,4.1,6.5,0.627,0.618,0.8,1.4,0.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9,,favorde01
204,Josh Jackson,22,MEM,SF,22,0,17.3,3.2,7.2,0.44,1,3.3,0.319,2.1,4,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3,1.6,0.8,0.4,1.3,1.8,9,,jacksjo02
205,Monte Morris,24,DEN,PG,73,12,22.4,3.6,7.8,0.459,0.9,2.4,0.378,2.7,5.4,0.495,0.517,1,1.2,0.843,0.3,1.5,1.9,3.5,0.8,0.2,0.7,1,9,,morrimo01
206,Svi Mykhailiuk,22,DET,SF,56,27,22.6,3,7.2,0.41,2.1,5.1,0.404,0.9,2.1,0.425,0.552,1,1.3,0.814,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9,,mykhasv01
207,Naz Reid,20,MIN,C,30,11,16.5,3.3,8.1,0.412,1.1,3.2,0.33,2.3,4.9,0.466,0.477,1.2,1.8,0.698,1.1,3,4.1,1.2,0.6,0.7,0.7,2.8,9,,reidna01
208,Bruce Brown,23,DET,PG,58,43,28.2,3.4,7.7,0.443,0.6,1.7,0.344,2.8,6.1,0.47,0.48,1.5,2.1,0.739,1.1,3.7,4.7,4,1.1,0.5,1.7,2.8,8.9,,brownbr01
209,Gary Trent Jr.,21,POR,SF,61,8,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,0.4,1.2,1.6,1,0.8,0.3,0.3,1.5,8.9,,trentga02
210,Kent Bazemore,30,2TM,SF,68,21,24.8,2.9,7.9,0.375,1.2,3.6,0.344,1.7,4.3,0.4,0.453,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,,bazemke01
210,Kent Bazemore,30,POR,SF,43,21,25.8,2.6,7.6,0.347,1.3,4,0.327,1.3,3.6,0.368,0.433,1.3,1.7,0.806,0.3,3.7,4,1.4,1,0.7,1.4,2.8,7.9,,bazemke01
210,Kent Bazemore,30,SAC,SF,25,0,23.1,3.5,8.3,0.418,1.1,2.9,0.384,2.4,5.4,0.437,0.486,2.2,3,0.733,0.6,4.3,4.9,1.3,1.2,0.4,1.2,3,10.3,,bazemke01
211,Cameron Johnson,23,PHO,PF,57,9,22,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.565,0.8,1,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8,,johnsca02
212,Jordan Poole,20,GSW,SG,57,14,22.4,2.9,8.8,0.333,1.3,4.6,0.279,1.6,4.2,0.392,0.406,1.7,2.1,0.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,,poolejo01
213,Austin Rivers,27,HOU,SG,68,4,23.4,3.1,7.4,0.421,1.4,4,0.356,1.7,3.4,0.498,0.517,1.1,1.6,0.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,1.9,8.8,,riverau01
214,Grayson Allen,24,MEM,SG,38,0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.6,2.9,0.545,0.58,1,1.2,0.867,0.2,2,2.2,1.4,0.3,0.1,0.9,1.4,8.7,,allengr01
215,Moritz Wagner,22,WAS,C,45,5,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.592,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,,wagnemo01
216,Avery Bradley,29,LAL,SG,49,44,24.2,3.5,7.8,0.444,1.3,3.5,0.364,2.2,4.3,0.51,0.526,0.4,0.5,0.833,0.4,2,2.3,1.3,0.9,0.1,1,2.2,8.6,,bradlav01
217,Josh Okogie,21,MIN,SG,62,28,25,2.7,6.4,0.427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,,okogijo01
218,Derrick Jones Jr.,22,MIA,SF,59,16,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1,0.6,0.5,2.2,8.5,,jonesde02
219,James Johnson,32,2TM,PF,32,1,19.3,3.2,6.7,0.479,1,2.8,0.363,2.2,3.9,0.565,0.556,1,1.5,0.646,0.8,2.9,3.7,2.3,0.8,1,1.5,2.5,8.4,,johnsja01
219,James Johnson,32,MIA,PF,18,0,15.6,2.2,4.8,0.448,0.9,2.5,0.356,1.3,2.3,0.548,0.54,0.4,0.8,0.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7,,johnsja01
219,James Johnson,32,MIN,C,14,1,24.1,4.6,9.1,0.5,1.2,3.3,0.37,3.4,5.9,0.573,0.566,1.6,2.4,0.676,1.2,3.5,4.7,3.8,1.4,1.4,2.4,3.3,12,,johnsja01
220,Justin Holiday,30,IND,SF,73,6,25,2.8,6.7,0.428,1.8,4.5,0.405,1,2.1,0.477,0.566,0.7,0.9,0.791,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9,8.3,,holidju01
221,DeAndre Jordan,31,BRK,C,56,6,22,3.4,5.1,0.666,0,0,,3.4,5.1,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10,1.9,0.3,0.9,1.3,2,8.3,,jordade01
222,E'Twaun Moore,30,NOP,SG,56,6,18.2,3.3,7.8,0.426,1.1,3,0.377,2.2,4.8,0.456,0.498,0.6,0.8,0.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,1.4,8.3,,mooreet01
223,Jeremy Pargo,33,GSW,PG,3,0,14.7,3.7,7.3,0.5,1,2.3,0.429,2.7,5,0.533,0.568,0,0.3,0,0.3,0.7,1,2.7,0.3,0,1.3,2.7,8.3,,pargoje01
224,Anfernee Simons,20,POR,SG,70,4,20.7,3.1,7.7,0.399,1.1,3.2,0.332,2,4.4,0.448,0.469,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3,,simonan01
225,Ivica Zubac,22,LAC,C,72,70,18.4,3.3,5.3,0.613,0,0,0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,,zubaciv01
226,Jalen Brunson,23,DAL,PG,57,16,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2,2.4,3.3,0.4,0.1,1.2,1.3,8.2,,brunsja01
227,Kelly Olynyk,28,MIA,C,67,9,19.4,2.7,5.9,0.462,1.4,3.5,0.406,1.3,2.4,0.543,0.582,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,,olynyke01
228,Reggie Bullock,28,NYK,SG,29,19,23.6,3.1,7.7,0.402,1.3,3.8,0.333,1.8,3.9,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,,bullore01
229,Enes Freedom,27,BOS,C,58,7,16.9,3.4,6,0.572,0,0.1,0.143,3.4,5.9,0.581,0.573,1.2,1.7,0.707,2.8,4.6,7.4,1,0.4,0.7,1,1.7,8.1,,kanteen01
230,Jahlil Okafor,24,NOP,C,30,9,15.6,3.4,5.4,0.623,0,0.1,0.333,3.3,5.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1,,okafoja01
231,Trevor Ariza,34,2TM,SF,53,21,28.2,2.7,6.1,0.438,1.5,3.9,0.372,1.2,2.2,0.556,0.557,1.2,1.4,0.838,0.6,4,4.6,1.7,1.3,0.3,1.1,2.1,8,,arizatr01
231,Trevor Ariza,34,SAC,SF,32,0,24.7,2,5.2,0.388,1.3,3.8,0.352,0.7,1.3,0.488,0.518,0.7,0.8,0.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2,6,,arizatr01
231,Trevor Ariza,34,POR,SF,21,21,33.4,3.7,7.6,0.491,1.6,4,0.4,2.1,3.5,0.595,0.597,2,2.2,0.872,0.6,4.1,4.8,2,1.6,0.4,1.3,2.3,11,,arizatr01
232,Alex Len,26,2TM,C,55,12,17.6,3.2,5.8,0.555,0.3,1.1,0.271,2.9,4.7,0.619,0.58,1.2,1.9,0.648,1.8,4,5.8,0.9,0.4,0.9,1,2.3,8,,lenal01
232,Alex Len,26,ATL,C,40,9,18.6,3.6,6.5,0.546,0.4,1.4,0.25,3.2,5.1,0.627,0.573,1.3,2,0.63,1.7,4,5.8,1.1,0.5,0.8,1,2.3,8.7,,lenal01
232,Alex Len,26,SAC,C,15,3,15,2.3,3.9,0.593,0.1,0.2,0.667,2.2,3.7,0.589,0.61,1.1,1.6,0.708,2.1,4,6.1,0.5,0.2,1,1.1,2.3,5.9,,lenal01
233,Danny Green,32,LAL,SG,68,68,24.8,2.9,7,0.416,1.8,4.8,0.367,1.1,2.2,0.524,0.542,0.5,0.7,0.688,0.8,2.6,3.3,1.3,1.3,0.5,0.9,2,8,,greenda02
234,Draymond Green,29,GSW,PF,43,43,28.4,2.9,7.3,0.389,0.8,3,0.279,2,4.3,0.465,0.446,1.5,1.9,0.759,0.5,5.7,6.2,6.2,1.4,0.8,2.3,2.6,8,,greendr01
235,Tony Snell,28,DET,SF,59,57,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8,,snellto01
236,Sindarius Thornwell,25,NOP,SF,2,0,17.5,3,5.5,0.545,1,2,0.5,2,3.5,0.571,0.636,1,2,0.5,0,2,2,2,0.5,0.5,1,1,8,,thornsi01
237,Patrick Beverley,31,LAC,PG,51,50,26.3,2.9,6.7,0.431,1.6,4,0.388,1.3,2.6,0.496,0.548,0.6,0.9,0.66,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,DPOY-6,beverpa01
238,Chandler Hutchison,23,CHI,SF,28,10,18.8,2.9,6.3,0.457,0.4,1.4,0.316,2.4,4.9,0.496,0.491,1.6,2.8,0.59,0.6,3.2,3.9,0.9,1,0.3,1,1.7,7.8,,hutchch01
239,Timothé Luwawu-Cabarrot,24,BRK,SF,47,2,18.1,2.5,5.7,0.435,1.3,3.4,0.388,1.2,2.3,0.505,0.55,1.5,1.7,0.852,0.6,2.1,2.7,0.6,0.4,0.1,0.8,2.3,7.8,,luwawti01
240,J.J. Barea,35,DAL,PG,29,6,15.5,2.9,7.1,0.411,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7,,bareajo01
241,Jordan McLaughlin,23,MIN,PG,30,2,19.7,2.9,5.9,0.489,1,2.5,0.382,1.9,3.4,0.569,0.57,0.9,1.3,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1,1,7.6,,mclaujo01
242,De'Anthony Melton,21,MEM,PG,60,8,19.5,2.7,6.7,0.401,0.7,2.3,0.286,2,4.4,0.464,0.451,1.6,2,0.769,0.7,3,3.7,2.9,1.3,0.3,1.4,1.8,7.6,,meltode01
243,Omari Spellman,22,GSW,C,49,3,18.1,2.6,6,0.431,0.9,2.2,0.391,1.7,3.8,0.454,0.503,1.5,1.9,0.793,1.6,2.9,4.5,1,0.7,0.5,1.1,1.3,7.6,,spellom01
244,Terence Davis,22,TOR,SG,72,4,16.8,2.8,6.1,0.456,1.3,3.4,0.388,1.5,2.7,0.541,0.564,0.7,0.8,0.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,ROY-6,daviste02
245,Marc Gasol,35,TOR,C,44,43,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,,gasolma01
246,Dwight Howard,34,LAL,C,69,2,18.9,2.9,4,0.729,0,0.1,0.6,2.9,3.9,0.732,0.735,1.6,3.1,0.514,2.5,4.9,7.3,0.7,0.4,1.1,1.2,3.2,7.5,6MOY-9,howardw01
247,Trey Burke,27,2TM,PG,33,1,15.8,2.8,6.3,0.45,1,2.3,0.427,1.9,4.1,0.463,0.526,0.7,0.9,0.793,0.5,1,1.5,2.5,0.5,0.1,0.6,1,7.4,,burketr01
247,Trey Burke,27,PHI,PG,25,0,13.2,2.4,5.1,0.465,0.6,1.5,0.421,1.7,3.6,0.483,0.528,0.5,0.7,0.722,0.6,0.8,1.4,2.1,0.3,0,0.5,0.8,5.9,,burketr01
247,Trey Burke,27,DAL,PG,8,1,23.9,4.4,10.3,0.427,2,4.6,0.432,2.4,5.6,0.422,0.524,1.3,1.4,0.909,0.1,1.8,1.9,3.8,1.1,0.1,1.1,1.5,12,,burketr01
248,Bismack Biyombo,27,CHO,C,53,29,19.4,2.8,5.2,0.543,0,0,,2.8,5.2,0.543,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,,biyombi01
249,Ky Bowman,22,GSW,PG,45,12,22.6,3,7.1,0.417,0.7,2.4,0.308,2.2,4.8,0.472,0.469,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1,0.2,1.6,2.3,7.4,,bowmaky01
250,Gorgui Dieng,30,2TM,C,63,17,17.4,2.6,5.8,0.456,0.9,2.4,0.355,1.8,3.4,0.528,0.53,1.2,1.6,0.772,1.4,4.2,5.6,1.2,0.8,0.9,1,2,7.4,,dienggo01
250,Gorgui Dieng,30,MIN,C,46,17,16.9,2.7,6,0.448,1,2.6,0.383,1.7,3.4,0.497,0.531,1,1.3,0.797,1.6,4,5.6,1.3,0.8,0.9,1,1.9,7.4,,dienggo01
250,Gorgui Dieng,30,MEM,C,17,0,18.7,2.5,5.1,0.483,0.5,1.9,0.25,2,3.2,0.618,0.529,1.8,2.5,0.738,1.1,4.7,5.8,0.9,0.8,1,0.9,2.1,7.2,,dienggo01
251,Jaxson Hayes,19,NOP,C,64,14,16.9,2.7,4,0.672,0,0.1,0.25,2.7,4,0.678,0.674,1.9,3,0.647,1.5,2.5,4,0.9,0.4,0.9,0.8,2.5,7.4,,hayesja02
252,Tyus Jones,23,MEM,PG,65,6,19,3,6.6,0.459,0.7,1.9,0.379,2.3,4.7,0.492,0.514,0.7,0.9,0.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,,jonesty01
253,Ian Mahinmi,33,WAS,C,38,35,21.3,2.7,5.5,0.495,0.1,0.7,0.192,2.6,4.8,0.538,0.507,1.8,3,0.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3,7.4,,mahinia01
254,Wesley Matthews,33,MIL,SG,67,67,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.9,1.9,0.472,0.524,0.8,1,0.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,1.5,7.4,,matthwe02
255,Nerlens Noel,25,OKC,C,61,7,18.5,3,4.4,0.684,0,0,0.333,3,4.4,0.688,0.686,1.3,1.7,0.755,1.5,3.4,4.9,0.9,1,1.5,1.1,2.7,7.4,,noelne01
256,Brandon Knight,28,2TM,SG,25,3,18.5,2.4,6.7,0.353,1.8,5.2,0.344,0.6,1.4,0.389,0.488,0.8,1.4,0.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,,knighbr03
256,Brandon Knight,28,CLE,SG,16,0,15.1,1.8,5.4,0.326,1.2,4,0.297,0.6,1.4,0.409,0.436,0.3,0.8,0.308,0.2,1.1,1.3,1.9,0.3,0.1,1,1.3,4.9,,knighbr03
256,Brandon Knight,28,DET,PG,9,3,24.6,3.4,9,0.383,2.9,7.4,0.388,0.6,1.6,0.357,0.543,1.8,2.3,0.762,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2,11.6,,knighbr03
257,Kris Dunn,25,CHI,PG,51,32,24.9,3,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2,0.3,1.3,3.1,7.3,,dunnkr01
258,Emmanuel Mudiay,23,UTA,PG,54,2,15.7,2.8,6.1,0.462,0.6,1.6,0.345,2.2,4.4,0.504,0.508,1.2,1.5,0.759,0.3,2,2.3,2.1,0.4,0.2,1.4,1.3,7.3,,mudiaem01
259,Willie Cauley-Stein,26,2TM,C,54,39,20.3,3.2,5.6,0.579,0,0,0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,,caulewi01
259,Willie Cauley-Stein,26,GSW,C,41,37,22.9,3.5,6.3,0.56,0,0,,3.5,6.3,0.56,0.56,0.9,1.4,0.614,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9,,caulewi01
259,Willie Cauley-Stein,26,DAL,C,13,2,12.1,2.4,3.5,0.689,0,0.1,0,2.4,3.4,0.705,0.689,0.4,0.7,0.556,1,3.6,4.6,0.8,0.3,0.8,0.4,1.5,5.2,,caulewi01
260,Michael Carter-Williams,28,ORL,SG,45,0,18.5,2.5,5.8,0.427,0.5,1.7,0.293,2,4.1,0.481,0.469,1.8,2.1,0.832,1,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2,,cartemi01
261,Mason Plumlee,29,DEN,C,61,1,17.3,2.9,4.7,0.615,0,0.1,0,2.9,4.6,0.625,0.615,1.4,2.5,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,2.3,7.2,,plumlma01
